customerID,gender,SeniorCitizen,Partner,DependentsCount,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn
C101949,Male,1,No,2,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,7,20.0,136.15,Yes
C101950,Female,1,No,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer,25,43.8,1088.23,Yes
C101951,Female,0,No,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,41,119.71,4888.01,No
C101952,Male,1,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,66,69.68,4648.53,No
C101953,Male,1,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,67,23.28,1579.9,No
C101954,Female,1,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,62,81.65,5092.12,No
C101955,Male,0,Yes,0,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,36,95.37,3458.7,No
C101956,Female,1,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,90.94,631.0,No
C101957,Female,1,No,1,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,69,70.49,4860.18,Yes
C101958,Female,0,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,44,109.07,4799.14,No
C101959,Male,1,No,2,Yes,No,No,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,65,53.94,3498.82,No
C101960,Female,0,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,66,91.2,6036.76,No
C101961,Female,0,No,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,57,79.05,4489.58,No
C101962,Male,0,Yes,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,30,71.01,2108.96,No
C101963,Female,1,Yes,4,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,43,63.63,2710.16,No
C101964,Female,1,Yes,2,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,49,64.69,3163.33,No
C101965,Female,0,No,1,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,63,75.97,4776.67,No
C101966,Male,0,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,16,66.22,1047.14,Yes
C101967,Male,1,No,3,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,39,96.99,3784.28,Yes
C101968,Female,0,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,42,58.92,2451.32,No
C101969,Male,1,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,14,122.05,1723.55,No
C101970,Female,1,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,28,57.58,1590.3,Yes
C101971,Female,0,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,66,102.6,6748.15,No
C101972,Female,0,Yes,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,1,103.9,91.03,Yes
C101973,Male,1,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,36,79.98,2876.52,No
C101974,Female,0,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,43,77.3,3341.11,Yes
C101975,Male,1,Yes,2,No,Yes,No,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer,65,53.13,3451.96,No
C101976,Female,1,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,20,59.49,1157.71,No
C101977,Male,0,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,28,81.59,2294.27,No
C101978,Male,1,Yes,3,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,5,73.65,377.62,Yes
C101979,Female,1,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,24,110.49,2640.15,No
C101980,Female,0,Yes,2,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,71,61.36,4359.98,No
C101981,Female,0,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,55,63.18,3503.59,Yes
C101982,Male,1,No,2,No,No,No,No,No,No,No,Yes,Yes,One year,No,Credit card,30,25.06,734.52,Yes
C101983,Female,1,No,4,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45,94.31,4263.16,No
C101984,Female,1,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,69,91.6,6345.71,No
C101985,Female,0,Yes,2,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,31,104.31,3237.13,No
C101986,Female,1,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,21,106.0,2201.42,Yes
C101987,Male,0,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,63,98.67,6242.35,No
C101988,Male,1,No,1,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61,99.93,6114.05,No
C101989,Female,1,Yes,0,No,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,37,93.3,3463.07,No
C101990,Female,1,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,0,97.92,96.87,No
C101991,Male,1,No,3,Yes,No,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,0,20.0,43.15,No
C101992,Male,0,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,8,42.01,319.08,No
C101993,Female,1,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,49,37.1,1835.04,No
C101994,Female,0,No,1,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,12,113.11,1350.89,No
C101995,Male,0,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,4,51.51,172.51,Yes
C101996,Female,1,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,49,56.31,2739.1,Yes
C101997,Female,1,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,34,75.2,2564.88,No
C101998,Male,1,Yes,1,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,38,37.69,1436.66,No
C101999,Male,0,No,3,No,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card,13,86.42,1132.33,No
C102000,Female,1,Yes,4,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,15,20.0,292.66,Yes
C102001,Male,1,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,17,39.68,678.78,No
C102002,Male,0,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,46,80.96,3736.67,No
C102003,Male,0,No,0,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,70,37.75,2689.7,No
C102004,Female,1,Yes,3,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,65,113.97,7400.21,No
C102005,Male,1,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,8,76.39,631.61,No
C102006,Male,1,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,48,108.96,5243.01,No
C102007,Male,1,Yes,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54,85.74,4632.41,Yes
C102008,Female,0,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer,2,74.64,123.25,Yes
C102009,Female,1,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,45,45.1,2057.3,No
C102010,Male,1,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,32,102.87,3296.82,No
C102011,Male,0,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,14,88.24,1223.54,No
C102012,Male,0,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,56,137.54,7684.55,No
C102013,Female,1,No,3,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,67,99.85,6695.17,No
C102014,Female,0,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43,63.08,2693.68,No
C102015,Male,1,No,3,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,14,83.68,1160.15,No
C102016,Male,0,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,30,87.66,2617.97,Yes
C102017,Female,1,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,37,109.89,4066.85,Yes
C102018,Female,0,Yes,4,No,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,64,114.66,7350.25,No
C102019,Male,0,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,56,70.14,3921.49,No
C102020,Male,0,No,1,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48,38.53,1845.19,No
C102021,Female,1,Yes,1,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54,20.0,1082.17,Yes
C102022,Female,0,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,49,40.81,1984.72,No
C102023,Female,1,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,23,57.25,1305.01,Yes
C102024,Male,0,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card,9,120.13,1071.82,No
C102025,Male,1,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,60,120.59,7241.16,No
C102026,Female,0,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card,39,103.8,4080.38,No
C102027,Female,0,No,2,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card,69,111.91,7696.88,No
C102028,Female,0,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49,53.78,2640.0,No
C102029,Male,0,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,34,29.54,999.77,No
C102030,Female,0,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,46,44.8,2057.4,Yes
C102031,Male,1,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,46,20.0,910.24,Yes
C102032,Male,0,No,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,70,41.58,2933.42,No
C102033,Female,0,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,26,59.82,1506.8,No
C102034,Female,0,No,2,No,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,27,80.0,2137.29,No
C102035,Female,1,No,3,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,25,79.06,1998.3,No
C102036,Female,1,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,7,54.31,403.47,No
C102037,Male,0,No,2,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,33,92.07,3073.51,No
C102038,Female,0,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,32,54.89,1762.61,No
C102039,Male,1,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,14,75.3,1063.84,No
C102040,Male,0,Yes,0,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,58,41.7,2381.34,Yes
C102041,Female,1,Yes,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,49,107.66,5275.4,No
C102042,Female,1,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,17,75.63,1296.9,No
C102043,Female,0,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,11,95.36,1039.2,Yes
C102044,Male,0,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44,38.51,1692.6,No
C102045,Female,1,No,1,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0,80.23,104.87,No
C102046,Male,1,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,10,92.17,950.84,Yes
C102047,Female,0,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,31,20.0,625.01,Yes
C102048,Female,0,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,71,110.04,7811.82,No
C102049,Female,0,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,5,37.52,202.18,Yes
C102050,Male,1,No,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,38,81.33,3083.15,No
C102051,Male,1,Yes,1,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,40,128.63,5166.08,No
C102052,Male,1,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,18,103.65,1855.2,No
C102053,Female,0,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card,37,30.3,1136.1,No
C102054,Female,1,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,45,69.66,3134.31,No
C102055,Male,0,Yes,3,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,9,112.0,995.62,No
C102056,Female,0,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68,50.5,3441.18,No
C102057,Female,1,Yes,0,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card,17,64.2,1083.55,No
C102058,Male,1,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,26,63.36,1667.25,Yes
C102059,Male,0,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,1,92.1,72.21,Yes
C102060,Female,0,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,42,28.89,1217.87,No
C102061,Female,1,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,42,93.78,3924.12,No
C102062,Male,0,Yes,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,8,56.32,474.58,Yes
C102063,Female,1,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,21,74.66,1582.15,Yes
C102064,Female,1,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,55,68.25,3752.85,No
C102065,Female,1,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,51,92.99,4742.18,No
C102066,Female,0,No,2,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,22,74.37,1669.83,No
C102067,Female,1,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45,118.21,5334.63,No
C102068,Male,1,No,2,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53,104.68,5532.92,No
C102069,Male,1,No,3,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,26,51.14,1348.33,Yes
C102070,Male,1,Yes,1,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card,12,115.96,1380.27,No
C102071,Female,0,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,1,84.58,87.64,No
C102072,Male,1,No,4,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68,80.1,5404.84,Yes
C102073,Male,1,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,23,100.45,2326.65,No
C102074,Female,0,No,0,No,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,58,43.77,2525.27,No
C102075,Male,1,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,23,33.62,769.11,Yes
C102076,Male,1,Yes,2,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer,51,75.75,3835.39,No
C102077,Male,1,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,23,56.81,1310.24,No
C102078,Male,0,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43,137.21,5901.44,No
C102079,Male,1,No,2,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68,52.07,3515.27,Yes
C102080,Female,1,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,54,76.21,4115.99,No
C102081,Male,1,Yes,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,11,80.76,883.06,No
C102082,Male,0,Yes,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,37,111.94,4166.26,No
C102083,Female,0,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer,19,45.16,843.87,Yes
C102084,Male,1,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,15,26.64,409.18,No
C102085,Female,1,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,59,116.83,6863.56,No
C102086,Female,0,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,70,77.42,5421.0,No
C102087,Female,0,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,66,99.29,6560.29,No
C102088,Male,1,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,60,100.7,6050.15,No
C102089,Male,1,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,33,105.9,3492.32,No
C102090,Female,1,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,37,63.66,2390.06,Yes
C102091,Male,1,No,4,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,38,55.53,2102.93,No
C102092,Female,1,Yes,4,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,53,20.0,1069.63,Yes
C102093,Male,1,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,3,45.15,129.15,No
C102094,Male,0,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,59,76.86,4517.98,No
C102095,Female,0,Yes,3,No,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer,58,53.96,3105.93,No
C102096,Female,0,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71,40.77,2876.38,No
C102097,Female,0,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,42,76.51,3225.51,Yes
C102098,Female,1,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,32,115.29,3715.82,Yes
C102099,Male,0,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,34,73.32,2504.91,No
C102100,Female,1,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer,44,41.02,1798.18,No
C102101,Female,1,Yes,3,No,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,21,113.17,2364.0,No
C102102,Male,1,Yes,2,No,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,55,51.78,2851.18,Yes
C102103,Male,1,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card,31,119.38,3679.95,No
C102104,Female,0,Yes,0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,20,67.11,1359.88,Yes
C102105,Male,0,No,3,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,52,78.09,4068.07,No
C102106,Female,0,Yes,4,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,24,121.83,2904.56,No
C102107,Male,1,No,3,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,5,34.46,202.13,Yes
C102108,Male,1,No,0,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,37,43.5,1585.38,No
C102109,Male,1,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card,36,65.2,2348.24,No
C102110,Male,1,Yes,1,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,20,70.8,1432.68,No
C102111,Female,1,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,2,154.26,323.21,No
C102112,Female,0,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,34,48.36,1631.74,No
C102113,Female,0,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55,35.87,1964.6,Yes
C102114,Female,1,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,57,46.92,2655.33,Yes
C102115,Male,0,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,15,81.96,1233.78,No
C102116,Female,0,Yes,0,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30,89.76,2709.2,Yes
C102117,Female,0,No,4,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,65,53.79,3458.16,No
C102118,Female,0,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,75.63,1826.24,Yes
C102119,Female,0,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,34,133.36,4524.4,No
C102120,Female,1,No,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,48,76.06,3649.02,No
C102121,Female,0,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,32,84.63,2686.86,No
C102122,Female,1,Yes,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,60,131.67,7887.82,No
C102123,Female,1,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer,25,54.06,1391.35,No
C102124,Female,1,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,35,52.1,1816.73,No
C102125,Male,1,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,37,60.91,2253.45,Yes
C102126,Male,0,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,53,59.16,3117.18,Yes
C102127,Female,0,Yes,4,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24,20.37,540.54,Yes
C102128,Male,1,Yes,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,19,79.14,1512.98,No
C102129,Male,1,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,25,81.51,2037.32,No
C102130,Female,0,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,16,69.42,1129.13,No
C102131,Female,1,Yes,4,No,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,14,82.42,1160.98,No
C102132,Female,0,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,58,82.74,4795.48,No
C102133,Male,0,Yes,0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,24,35.52,849.91,No
C102134,Male,1,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,19,83.66,1558.76,No
C102135,Female,0,Yes,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,58,91.76,5314.77,No
C102136,Female,1,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,56,27.09,1506.93,Yes
C102137,Male,0,No,0,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,17,118.89,2027.55,Yes
C102138,Female,1,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,21,37.93,792.3,No
C102139,Male,0,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,59,40.85,2423.87,No
C102140,Female,1,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,20,81.06,1623.19,Yes
